series,iso3,country,year,value,lower_bound,upper_bound,sex,age,reporting_type,nature,unit_code,source,is_headline
SH_STA_MORT,ARG,Argentina,2000,57.80834,52.84259,62.80726,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2001,60.25133,55.4893,65.56373,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2002,59.15006,54.69061,64.31613,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2003,60.93268,56.59829,66.16307,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2004,58.43938,54.198,63.41317,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2005,57.45685,53.21739,62.37688,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2006,60.04397,55.45899,65.23545,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2007,61.7407,56.95668,67.13713,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2008,59.32073,54.85658,64.18294,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2009,62.10812,57.76505,66.94428,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2010,54.74272,51.11087,58.76372,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2011,48.47361,45.69677,51.81275,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2012,49.27162,46.62955,52.11329,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2013,46.72781,44.4005,49.19005,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2014,43.4515,41.4967,45.58576,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2015,38.61611,36.70406,40.62487,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2016,39.5128,37.34217,41.92129,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2017,38.34257,35.85925,41.08107,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2018,38.48333,35.45174,41.77752,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2019,36.41051,32.80473,40.40727,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2020,39.67996,34.76303,46.44946,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2021,76.48618,71.08039,82.43643,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2022,39.32267,34.91779,44.26425,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,ARG,Argentina,2023,33.22814,26.43876,41.34374,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2000,286.91949,231.83712,355.25856,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2001,275.73688,222.59009,344.94988,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2002,262.25445,211.04844,330.62239,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2003,256.18205,205.43844,325.51894,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2004,250.56228,199.52727,321.92177,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2005,242.24845,191.97047,317.05852,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2006,236.29387,185.82422,311.88131,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2007,224.05571,174.128,300.06205,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2008,214.34326,166.13529,292.19642,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2009,204.94941,158.3831,282.9242,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2010,195.80676,149.35464,274.35029,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2011,187.14849,141.88954,266.98017,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2012,180.31585,135.72707,260.25986,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2013,175.20147,130.35739,256.08442,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2014,170.74593,125.51361,254.60561,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2015,166.13197,120.11151,253.2972,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2016,162.13158,116.75831,251.724,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2017,159.75932,113.49708,247.88959,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2018,157.30158,110.69566,246.52062,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2019,156.49238,109.21066,247.89804,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2020,217.83175,135.70124,390.03999,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2021,270.02594,154.4277,518.94024,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2022,164.32727,103.43241,279.55199,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BOL,Bolivia,2023,146.37428,98.47426,243.06387,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2000,68.64623,66.77942,70.35686,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2001,66.43235,62.50784,69.58228,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2002,65.96649,61.80663,70.19907,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2003,67.03581,63.77084,71.23576,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2004,69.58024,66.54831,72.87122,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2005,71.49638,69.65044,73.41629,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2006,72.18568,68.94671,75.20766,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2007,72.50563,68.57517,76.63429,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2008,71.39691,68.01798,74.7038,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2009,69.12705,67.39053,70.76319,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2010,65.95196,64.37131,67.52799,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2011,61.86484,60.33117,63.06781,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2012,59.73186,58.26527,61.20413,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2013,61.03989,59.71611,62.38528,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2014,63.39032,61.98181,64.85613,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2015,62.95876,61.63211,64.41949,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2016,63.64146,62.25212,65.02057,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2017,61.02473,59.4092,62.57147,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2018,62.3322,59.32742,65.47629,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2019,64.63298,59.7254,70.47767,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2020,84.88166,75.91258,95.05425,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2021,127.99026,115.00066,143.3901,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2022,103.96809,77.14265,147.87171,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,BRA,Brazil,2023,66.91036,51.94715,87.59137,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2000,32.94284,28.69572,37.76645,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2001,31.57899,27.5783,36.10961,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2002,30.39744,26.57219,34.8202,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2003,29.27009,25.70422,33.55057,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2004,28.09702,24.75846,32.07191,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2005,27.48591,24.38526,31.2786,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2006,26.75998,23.70268,30.31384,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2007,25.68844,22.95129,28.9006,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2008,24.40544,21.91717,27.2506,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2009,23.90557,21.60282,26.44731,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2010,21.70381,19.74556,23.95569,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2011,19.96513,18.10852,22.06357,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2012,18.3832,16.5798,20.31216,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2013,16.94691,15.2794,18.7258,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2014,15.7487,14.16293,17.3254,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2015,14.44723,13.08636,15.90833,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2016,13.16912,11.96398,14.5394,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2017,12.10446,10.8572,13.40162,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2018,11.39816,10.08176,12.8142,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2019,11.09544,9.49231,12.70068,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2020,12.30187,10.81945,14.18077,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2021,14.38931,11.97155,16.94383,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2022,11.7096,9.86109,13.92596,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CHL,Chile,2023,9.88497,7.25076,13.01163,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2000,95.11151,89.63216,102.23331,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2001,93.80357,89.44395,98.70639,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2002,91.27231,87.70777,94.81267,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2003,86.7687,82.34682,90.93229,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2004,84.15008,79.01123,89.54747,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2005,81.6156,76.28436,87.96315,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2006,80.63076,74.74487,87.68769,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2007,79.83739,73.76552,87.7909,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2008,78.15605,71.89509,86.66915,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2009,76.84698,70.40469,85.60053,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2010,76.38049,69.64858,85.09398,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2011,75.07368,68.27844,83.6237,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2012,72.96662,66.30213,81.32202,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2013,71.75142,65.06918,79.84955,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2014,70.72659,63.9988,78.7296,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2015,70.25705,63.17704,78.34039,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2016,68.82124,61.39513,77.36602,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2017,68.04436,60.19577,77.5131,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2018,67.3379,58.80175,77.70691,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2019,66.19187,56.37418,77.19331,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2020,93.67608,69.81596,134.50017,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2021,146.65778,89.63211,241.58485,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2022,74.34447,56.58426,99.58895,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,COL,Colombia,2023,59.38166,45.45247,76.30498,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2000,35.52167,32.78601,38.99542,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2001,35.31408,32.65042,38.87683,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2002,33.9861,31.47332,37.32242,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2003,33.22327,30.80385,36.33117,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2004,32.8554,30.55095,35.85898,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2005,31.19951,28.96173,33.89554,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2006,30.0963,27.95412,32.66692,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2007,30.31843,28.17976,32.86408,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2008,29.9525,27.75388,32.3946,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2009,28.97739,26.78451,31.33959,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2010,28.84048,26.58646,31.24745,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2011,28.43681,26.15434,30.85382,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2012,27.46544,25.21377,29.9241,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2013,26.58293,24.30344,29.03615,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2014,26.57139,24.24867,29.13382,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2015,25.54293,23.2497,28.10698,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2016,27.03126,24.45923,29.91198,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
SH_STA_MORT,CRI,Costa Rica,2017,26.99787,24.0752,29.93578,FEMALE,_T,G,M,PER_100000_LIVE_BIRTHS,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,True
