series,iso3,window_start,window_end,first_value,last_value,abs_change,pct_change,annual_change,relative_annual_change,n_obs,r_squared,classification,confidence,comparison_year,rank,of_n,percentile,regional_median,gap_to_median,target_value,target_source,projected_2030,required_annual_change,gap_to_target,year_target_met,status,rationale,computed_at
SH_STA_BRTC,PAN,2015,2022,96.3,95.7,-0.5999999999999943,-0.6230529595015517,-0.12142857142857079,-0.12846185816299474,8,0.05232663407568306,stagnating,low,2022,12,16,26.7,97.3,-1.5999999999999943,,,,,,,no_numeric_target,"Panama's skilled birth attendance fell from 96.3 in 2015 to 95.7 in 2022; the fitted trend since 2015 is -0.12 per year, classified as stagnating. The UN sets no numeric 2030 target for this indicator; in 2022 it ranked 12 of 16 countries in the region, below the regional median of 97.3.",2026-09-10T19:30:38+00:00
SH_STA_BRTC,PER,2015,2024,91.6,94.3,2.700000000000003,2.9475982532751126,0.30909090909090897,0.3288201160541585,10,0.5829747175901009,stagnating,medium,2022,13,16,20.0,97.3,-2.700000000000003,,,,,,,no_numeric_target,"Peru's skilled birth attendance rose from 91.6 in 2015 to 94.3 in 2024; the fitted trend since 2015 is +0.31 per year, classified as stagnating. The UN sets no numeric 2030 target for this indicator; in 2022 it ranked 13 of 16 countries in the region, below the regional median of 97.3.",2026-09-10T19:30:38+00:00
SH_STA_BRTC,PRY,2015,2023,96.3,98.2,1.9000000000000057,1.973001038421605,-0.31499999999999917,-0.332551319648093,9,0.09131757447678739,stagnating,low,2022,14,16,13.3,97.3,-4.3999999999999915,,,,,,,no_numeric_target,"Paraguay's skilled birth attendance rose from 96.3 in 2015 to 98.2 in 2023; the fitted trend since 2015 is -0.31 per year, classified as stagnating. The UN sets no numeric 2030 target for this indicator; in 2022 it ranked 14 of 16 countries in the region, below the regional median of 97.3.",2026-09-10T19:30:38+00:00
SH_STA_BRTC,SLV,2015,2021,99.9,98.1,-1.8000000000000114,-1.8018018018018132,-0.24642857142857366,-0.2476313522825173,7,0.6419902912621392,stagnating,medium,,,,,,,,,,,,,no_numeric_target,"El Salvador's skilled birth attendance fell from 99.9 in 2015 to 98.1 in 2021; the fitted trend since 2015 is -0.25 per year, classified as stagnating. The UN sets no numeric 2030 target for this indicator.",2026-09-10T19:30:38+00:00
SH_STA_BRTC,URY,2015,2023,99.9,100.0,0.09999999999999432,0.1001001001000944,0.006666666666666287,0.006667407489720702,9,0.3000000000000001,stagnating,low,2022,1,16,100.0,97.3,2.700000000000003,,,,,,,no_numeric_target,"Uruguay's skilled birth attendance rose from 99.9 in 2015 to 100.0 in 2023; the fitted trend since 2015 is +0.01 per year, classified as stagnating. The UN sets no numeric 2030 target for this indicator; in 2022 it ranked 1 of 16 countries in the region, above the regional median of 97.3.",2026-09-10T19:30:38+00:00
SH_STA_BRTC,VEN,2015,2018,99.3,98.7,-0.5999999999999943,-0.6042296072507496,-0.19999999999999857,-0.2018163471241156,4,0.833333333333337,insufficient_data,low,,,,,,,,,,,,,no_numeric_target,"Venezuela has only 4 headline observation(s) for skilled birth attendance since 2015, too few to assess a trend.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,ARG,2015,2024,11.74365892,9.514134469,-2.2295244509999996,-18.984921702749862,-0.23993580463030306,-2.2889386549362563,10,0.9820653532048372,improving,high,2024,4,19,83.3,12.90476204,-3.3906275709999996,25.0,absolute,8.074519641218181,2.5809775885,-15.485865531,2015,target_achieved,"Argentina's under-five mortality rate fell from 11.7 in 2015 to 9.5 in 2024; the fitted trend since 2015 is -0.24 per year, classified as improving. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,BOL,2015,2024,26.67796911,15.69645799,-10.981511119999999,-41.16322001393905,-1.2267878127272727,-5.993930792642913,10,0.9844985094690568,improving,high,2024,15,19,22.2,12.90476204,2.791695950000001,25.0,absolute,8.335731113636365,1.5505903349999999,-9.30354201,2017,target_achieved,"Bolivia's under-five mortality rate fell from 26.7 in 2015 to 15.7 in 2024; the fitted trend since 2015 is -1.23 per year, classified as improving. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,BRA,2015,2024,15.96333037,14.21697211,-1.7463582599999992,-10.93981155261901,-0.23014395442424235,-1.5217562600849424,10,0.8168458439962969,improving,high,2024,12,19,38.9,12.90476204,1.3122100700000008,25.0,absolute,12.836108383454546,1.797171315,-10.78302789,2015,target_achieved,"Brazil's under-five mortality rate fell from 16.0 in 2015 to 14.2 in 2024; the fitted trend since 2015 is -0.23 per year, classified as improving. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,CHL,2015,2024,7.894010075,6.752854486,-1.1411555889999994,-14.455968236143901,-0.13514481165454542,-1.8910890264114422,10,0.828396971016825,improving,high,2024,1,19,100.0,12.90476204,-6.151907553999999,25.0,absolute,5.941985616072728,3.041190919,-18.247145514,2015,target_achieved,"Chile's under-five mortality rate fell from 7.9 in 2015 to 6.8 in 2024; the fitted trend since 2015 is -0.14 per year, classified as improving. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,COL,2015,2024,15.45320044,11.5409092,-3.91229124,-25.317029020559318,-0.4348949041818182,-3.2451513167092627,10,0.9978116270133559,improving,high,2024,8,19,61.1,12.90476204,-1.3638528399999998,25.0,absolute,8.93153977490909,2.2431818,-13.4590908,2015,target_achieved,"Colombia's under-five mortality rate fell from 15.5 in 2015 to 11.5 in 2024; the fitted trend since 2015 is -0.43 per year, classified as improving. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
SH_DYN_MORT,CRI,2015,2024,9.014848946,10.40671064,1.3918616939999993,15.439656308579472,0.17117724134545445,1.817064622011054,10,0.8757652018423004,declining,high,2024,6,19,72.2,12.90476204,-2.4980513999999996,25.0,absolute,11.433774088072727,2.432214893333333,-14.59328936,2015,target_achieved,"Costa Rica's under-five mortality rate rose from 9.0 in 2015 to 10.4 in 2024; the fitted trend since 2015 is +0.17 per year, classified as declining. It is already below the SDG target of 25.0 per 1,000 live births.",2026-09-10T19:30:38+00:00
